Source,Target,weight,book
Areo-Hotah,Ellaria-Sand,3,5
Areo-Hotah,Obara-Sand,6,5
Arianne-Martell,Balon-Swann,5,5
Arianne-Martell,Doran-Martell,11,5
Arianne-Martell,Ellaria-Sand,3,5
Arianne-Martell,Myrcella-Baratheon,4,5
Arianne-Martell,Obara-Sand,5,5
Arnolf-Karstark,Arthor-Karstark,3,5
Arnolf-Karstark,Asha-Greyjoy,3,5
Arnolf-Karstark,Mors-Umber,4,5
Arnolf-Karstark,Rickard-Karstark,3,5
Arnolf-Karstark,Stannis-Baratheon,7,5
Arron,Emrick,6,5
Arron,Hareth-(Moles-Town),4,5
Arron,Satin,4,5
Arya-Stark,Bran-Stark,7,5
Arya-Stark,Brusco,4,5
Arya-Stark,Eddard-Stark,4,5
Arya-Stark,Jeyne-Poole,4,5
Arya-Stark,Jon-Snow,12,5
Arya-Stark,Kindly-Man,4,5
Arya-Stark,Mance-Rayder,3,5
Arya-Stark,Melisandre,4,5
Arya-Stark,Ramsay-Snow,5,5
Arya-Stark,Sansa-Stark,4,5
Arya-Stark,Theon-Greyjoy,7,5
Arya-Stark,Waif,3,5
Arys-Oakheart,Gerold-Dayne,3,5
Asha-Greyjoy,Clayton-Suggs,4,5
Asha-Greyjoy,Euron-Greyjoy,4,5
Asha-Greyjoy,Galbart-Glover,8,5
Asha-Greyjoy,Godry-Farring,3,5
Asha-Greyjoy,Grimtongue,3,5
Asha-Greyjoy,Hagen,3,5
Asha-Greyjoy,Justin-Massey,15,5
Asha-Greyjoy,Qarl-the-Maid,8,5
Asha-Greyjoy,Robert-Baratheon,4,5
Asha-Greyjoy,Rolfe-the-Dwarf,3,5
Asha-Greyjoy,Stannis-Baratheon,16,5
Asha-Greyjoy,Sybelle-Glover,3,5
Asha-Greyjoy,Theon-Greyjoy,7,5
Asha-Greyjoy,Torgon-Greyiron,3,5
Asha-Greyjoy,Tristifer-Botley,12,5
Asha-Greyjoy,Tycho-Nestoris,3,5
Ashara-Dayne,Elia-Martell,3,5
Axell-Florent,Jon-Snow,4,5
Axell-Florent,Melisandre,5,5
Axell-Florent,Selyse-Florent,8,5
Axell-Florent,Shireen-Baratheon,3,5
Axell-Florent,Stannis-Baratheon,3,5
Azor-Ahai,Stannis-Baratheon,3,5
Balon-Greyjoy,Euron-Greyjoy,3,5
Balon-Greyjoy,Theon-Greyjoy,3,5
Balon-Swann,Doran-Martell,11,5
Balon-Swann,Gerold-Dayne,3,5
Balon-Swann,Myrcella-Baratheon,4,5
Balon-Swann,Tyrion-Lannister,3,5
Barbrey-Dustin,Jeyne-Poole,5,5
Barbrey-Dustin,Ramsay-Snow,5,5
Barbrey-Dustin,Roger-Ryswell,4,5
Barbrey-Dustin,Roose-Bolton,3,5
Barbrey-Dustin,Stannis-Baratheon,3,5
Barbrey-Dustin,Theon-Greyjoy,17,5
Barristan-Selmy,Belwas,9,5
Barristan-Selmy,Ben-Plumm,4,5
Barristan-Selmy,Bloodbeard,3,5
Barristan-Selmy,Daario-Naharis,18,5
Barristan-Selmy,Daenerys-Targaryen,75,5
Barristan-Selmy,Galazza-Galare,5,5
Barristan-Selmy,Gerris-Drinkwater,4,5
Barristan-Selmy,Grazhar,3,5
Barristan-Selmy,Grey-Worm,6,5
Barristan-Selmy,Groleo,8,5
Barristan-Selmy,Hizdahr-zo-Loraq,42,5
Barristan-Selmy,Jhogo,3,5
Barristan-Selmy,Khrazz,8,5
Barristan-Selmy,Larraq,3,5
Barristan-Selmy,Missandei,8,5
Barristan-Selmy,Quentyn-Martell,22,5
Barristan-Selmy,Reznak-mo-Reznak,7,5
Barristan-Selmy,Rhaegar-Targaryen,3,5
Barristan-Selmy,Skahaz-mo-Kandaq,21,5
Barristan-Selmy,Steelskin,3,5
Barristan-Selmy,Tyrion-Lannister,3,5
Barristan-Selmy,Varys,3,5
Barristan-Selmy,Widower,3,5
Barristan-Selmy,Xaro-Xhoan-Daxos,3,5
Barsena,Daenerys-Targaryen,4,5
Bartimus,Davos-Seaworth,4,5
Belaquo,Goghor-the-Giant,7,5
Belaquo,Hizdahr-zo-Loraq,3,5
Belaquo,Irri,3,5
Belaquo,Spotted-Cat,5,5
Belwas,Daenerys-Targaryen,13,5
Belwas,Hizdahr-zo-Loraq,11,5
Belwas,Quentyn-Martell,3,5
Belwas,Skahaz-mo-Kandaq,3,5
Ben-Bones,Ramsay-Snow,5,5
Ben-Bones,Theon-Greyjoy,4,5
Ben-Plumm,Daario-Naharis,9,5
Ben-Plumm,Daenerys-Targaryen,14,5
Ben-Plumm,Hizdahr-zo-Loraq,3,5
Ben-Plumm,Kasporio,3,5
Ben-Plumm,Penny,3,5
Ben-Plumm,Tybero-Istarion,5,5
Ben-Plumm,Tyrion-Lannister,4,5
Benerro,Daenerys-Targaryen,3,5
Benerro,Haldon,4,5
Benerro,Moqorro,4,5
Benerro,Tyrion-Lannister,7,5
Benethon-Scales,Narbert-Grandison,3,5
Benethon-Scales,Selyse-Florent,4,5
Benjen-Stark,Jon-Snow,4,5
Black-Balaq,Franklyn-Flowers,3,5
Bloodbeard,Daenerys-Targaryen,3,5
Bloodbeard,Hizdahr-zo-Loraq,5,5
Bloodbeard,Tattered-Prince,3,5
Boros-Blount,Meryn-Trant,3,5
Boros-Blount,Tommen-Baratheon,4,5
Bowen-Marsh,Cellador,8,5
Bowen-Marsh,Eddison-Tollett,9,5
Bowen-Marsh,Jon-Snow,45,5
Bowen-Marsh,Mance-Rayder,5,5
Bowen-Marsh,Othell-Yarwyck,19,5
Bowen-Marsh,Satin,3,5
Bowen-Marsh,Stannis-Baratheon,3,5
Bowen-Marsh,Tormund,5,5
Bowen-Marsh,Wick-Whittlestick,5,5
Bran-Stark,Brynden-Rivers,14,5
Bran-Stark,Coldhands,6,5
Bran-Stark,Eddard-Stark,4,5
Bran-Stark,Hodor,50,5
Bran-Stark,Jojen-Reed,17,5
Bran-Stark,Jon-Snow,4,5
Bran-Stark,Leaf,5,5
Bran-Stark,Meera-Reed,33,5
Bran-Stark,Rickon-Stark,7,5
Bran-Stark,Robb-Stark,6,5
Bran-Stark,Theon-Greyjoy,8,5
Brandon-Norrey,Jon-Snow,3,5
Brandon-Norrey,Torghen-Flint,3,5
Brea,Brusco,3,5
Brienne-of-Tarth,Cersei-Lannister,3,5
Brienne-of-Tarth,Jaime-Lannister,3,5
Brus-Buckler,Malegorn,6,5
Brus-Buckler,Narbert-Grandison,4,5
Brus-Buckler,Selyse-Florent,5,5
Brynden-Rivers,Meera-Reed,3,5
Brynden-Tully,Jaime-Lannister,4,5
Bump,Varamyr,5,5
Caggo,Gerris-Drinkwater,3,5
Caggo,Lucifer-Long,3,5
Caggo,Meris,7,5
Caggo,Quentyn-Martell,7,5
Caggo,Tattered-Prince,4,5
Caleotte,Doran-Martell,3,5
Caleotte,Gregor-Clegane,4,5
Camarron,Spotted-Cat,3,5
Catelyn-Stark,Eddard-Stark,5,5
Cellador,Clydas,3,5
Cellador,Jon-Snow,3,5
Cellador,Othell-Yarwyck,8,5
Cersei-Lannister,Daenerys-Targaryen,3,5
Cersei-Lannister,Doran-Martell,3,5
Cersei-Lannister,Dunsen,3,5
Cersei-Lannister,Gregor-Clegane,4,5
Cersei-Lannister,High-Sparrow,11,5
Cersei-Lannister,Ilyn-Payne,4,5
Cersei-Lannister,Jaime-Lannister,13,5
Cersei-Lannister,Joffrey-Baratheon,3,5
Cersei-Lannister,Kevan-Lannister,10,5
Cersei-Lannister,Lancel-Lannister,6,5
Cersei-Lannister,Mace-Tyrell,3,5
Cersei-Lannister,Margaery-Tyrell,6,5
Cersei-Lannister,Meryn-Trant,3,5
Cersei-Lannister,Moelle,4,5
Cersei-Lannister,Myrcella-Baratheon,4,5
Cersei-Lannister,Osney-Kettleblack,3,5
Cersei-Lannister,Qyburn,3,5
Cersei-Lannister,Rafford,3,5
Cersei-Lannister,Rhaegar-Targaryen,3,5
Cersei-Lannister,Robert-Baratheon,7,5
Cersei-Lannister,Robert-Strong,4,5
Cersei-Lannister,Scolera,5,5
Cersei-Lannister,Stannis-Baratheon,5,5
Cersei-Lannister,Tommen-Baratheon,13,5
Cersei-Lannister,Tyrion-Lannister,5,5
Cersei-Lannister,Tywin-Lannister,3,5
Cersei-Lannister,Unella,10,5
Clayton-Suggs,Godry-Farring,5,5
Clayton-Suggs,Stannis-Baratheon,6,5
Cleon,Daenerys-Targaryen,9,5
Cleon,Quentyn-Martell,3,5
Cletus-Yronwood,Daenerys-Targaryen,3,5
Cletus-Yronwood,Gerris-Drinkwater,5,5
Cletus-Yronwood,Kedry,3,5
Cletus-Yronwood,Quentyn-Martell,7,5
Clydas,Jon-Snow,20,5
Clydas,Mully,4,5
Clydas,Stannis-Baratheon,3,5
Coldhands,Hodor,4,5
Coldhands,Meera-Reed,3,5
Corliss-Penny,Stannis-Baratheon,3,5
Cotter-Pyke,Denys-Mallister,4,5
Cotter-Pyke,Jon-Snow,11,5
Cotter-Pyke,Selyse-Florent,3,5
Cromm,Grimtongue,4,5
Cromm,Hagen,4,5
Daario-Naharis,Daenerys-Targaryen,50,5
Daario-Naharis,Grey-Worm,6,5
Daario-Naharis,Groleo,4,5
Daario-Naharis,Hero,7,5
Daario-Naharis,Hizdahr-zo-Loraq,14,5
Daario-Naharis,Irri,7,5
Daario-Naharis,Jhiqui,5,5
Daario-Naharis,Jhogo,9,5
Daario-Naharis,Missandei,4,5
Daario-Naharis,Quentyn-Martell,5,5
Daario-Naharis,Rakharo,4,5
Daario-Naharis,Skahaz-mo-Kandaq,9,5
Daenerys-Targaryen,Daeron-II-Targaryen,3,5
Daenerys-Targaryen,Doran-Martell,3,5
Daenerys-Targaryen,Drogo,7,5
Daenerys-Targaryen,Eroeh,3,5
Daenerys-Targaryen,Ezzara,3,5
Daenerys-Targaryen,Galazza-Galare,19,5
Daenerys-Targaryen,Gerris-Drinkwater,15,5
Daenerys-Targaryen,Ghael,5,5
Daenerys-Targaryen,Grey-Worm,11,5
Daenerys-Targaryen,Groleo,4,5
Daenerys-Targaryen,Hero,5,5
Daenerys-Targaryen,Hizdahr-zo-Loraq,96,5
Daenerys-Targaryen,Illyrio-Mopatis,12,5
Daenerys-Targaryen,Irri,25,5
Daenerys-Targaryen,Jhiqui,15,5
Daenerys-Targaryen,Jhogo,6,5
Daenerys-Targaryen,Jon-Connington,6,5
Daenerys-Targaryen,Jorah-Mormont,4,5
Daenerys-Targaryen,Lysono-Maar,3,5
Daenerys-Targaryen,Mace-Tyrell,3,5
Daenerys-Targaryen,Marselen,3,5
Daenerys-Targaryen,Meris,6,5
Daenerys-Targaryen,Mezzara,4,5
Daenerys-Targaryen,Miklaz,3,5
Daenerys-Targaryen,Missandei,37,5
Daenerys-Targaryen,Moqorro,3,5
Daenerys-Targaryen,Penny,4,5
Daenerys-Targaryen,Qavo-Nogarys,5,5
Daenerys-Targaryen,Qezza,6,5
Daenerys-Targaryen,Quaithe,6,5
Daenerys-Targaryen,Quentyn-Martell,58,5
Daenerys-Targaryen,Rakharo,7,5
Daenerys-Targaryen,Reznak-mo-Reznak,19,5
Daenerys-Targaryen,Rhaegar-Targaryen,10,5
Daenerys-Targaryen,Robert-Baratheon,3,5
Daenerys-Targaryen,Skahaz-mo-Kandaq,33,5
Daenerys-Targaryen,Spotted-Cat,3,5
Daenerys-Targaryen,Symon-Stripeback,4,5
Daenerys-Targaryen,Tattered-Prince,4,5
Daenerys-Targaryen,Tyrion-Lannister,17,5
Daenerys-Targaryen,Varys,3,5
Daenerys-Targaryen,Victarion-Greyjoy,7,5
Daenerys-Targaryen,Viserys-Targaryen,7,5
Daenerys-Targaryen,Xaro-Xhoan-Daxos,16,5
Daenerys-Targaryen,Yurkhaz-zo-Yunzak,4,5
Dalla,Gilly,4,5
Dalla,Mance-Rayder,5,5
Dalla,Melisandre,3,5
Dalla,Stannis-Baratheon,5,5
Dalla,Val,5,5
Damon-Dance-for-Me,Grunt,3,5
Damon-Dance-for-Me,Ramsay-Snow,7,5
Damon-Dance-for-Me,Skinner,7,5
Damon-Dance-for-Me,Sour-Alyn,4,5
Damon-Dance-for-Me,Theon-Greyjoy,5,5
Davos-Seaworth,Eddard-Stark,4,5
Davos-Seaworth,Garth-(Wolfs-Den),4,5
Davos-Seaworth,Godric-Borrell,9,5
Davos-Seaworth,Leona-Woolfield,3,5
Davos-Seaworth,Marlon-Manderly,5,5
Davos-Seaworth,Melisandre,4,5
Davos-Seaworth,Robb-Stark,3,5
Davos-Seaworth,Robett-Glover,4,5
Davos-Seaworth,Salladhor-Saan,11,5
Davos-Seaworth,Stannis-Baratheon,21,5
Davos-Seaworth,Sybell-Spicer,3,5
Davos-Seaworth,Wyman-Manderly,32,5
Denys-Mallister,Jon-Snow,4,5
Denzo-Dhan,Meris,3,5
Devan-Seaworth,Jon-Snow,5,5
Devan-Seaworth,Melisandre,4,5
Devan-Seaworth,Stannis-Baratheon,14,5
Dick-Straw,Hugh-Hungerford,3,5
Dick-Straw,Tattered-Prince,4,5
Donal-Noye,Jon-Snow,7,5
Donal-Noye,Qhorin-Halfhand,3,5
Doran-Martell,Ellaria-Sand,3,5
Doran-Martell,Gregor-Clegane,4,5
Doran-Martell,Myrcella-Baratheon,5,5
Doran-Martell,Nymeria-Sand,3,5
Doran-Martell,Obara-Sand,4,5
Doran-Martell,Oberyn-Martell,5,5
Doran-Martell,Quentyn-Martell,4,5
Doran-Martell,Robert-Baratheon,3,5
Doran-Martell,Viserys-Targaryen,3,5
Draqaz,Miklaz,3,5
Drogo,Viserys-Targaryen,4,5
Dryn,Tormund,3,5
Dunsen,Gregor-Clegane,3,5
Dunsen,Ilyn-Payne,3,5
Dunsen,Meryn-Trant,3,5
Dunsen,Rafford,3,5
Eddard-Stark,Jon-Snow,10,5
Eddard-Stark,Ramsay-Snow,4,5
Eddard-Stark,Robb-Stark,6,5
Eddard-Stark,Robert-Baratheon,7,5
Eddard-Stark,Roose-Bolton,5,5
Eddard-Stark,Sansa-Stark,3,5
Eddard-Stark,Stannis-Baratheon,6,5
Eddard-Stark,Theon-Greyjoy,9,5
Eddard-Stark,Willam-Dustin,4,5
Eddard-Stark,Wyman-Manderly,4,5
Eddison-Tollett,Emmett,8,5
Eddison-Tollett,Gilly,3,5
Eddison-Tollett,Hobb,4,5
Eddison-Tollett,Janos-Slynt,4,5
Eddison-Tollett,Jon-Snow,25,5
Eddison-Tollett,Mully,3,5
Eddison-Tollett,Satin,3,5
Elia-Martell,Rhaegar-Targaryen,6,5
Emmett,Hareth-(Moles-Town),3,5
Emmett,Hop-Robin,4,5
Emmett,Janos-Slynt,4,5
Emmett,Jon-Snow,15,5
Emrick,Hareth-(Moles-Town),3,5
Emrick,Satin,3,5
Euron-Greyjoy,Victarion-Greyjoy,7,5
Franklyn-Flowers,Jon-Connington,4,5
Frenya,Holly,6,5
Frenya,Theon-Greyjoy,3,5
Fulk,Jon-Snow,4,5
Fulk,Mully,5,5
Galazza-Galare,Grazhar,4,5
Galazza-Galare,Hizdahr-zo-Loraq,12,5
Galazza-Galare,Reznak-mo-Reznak,5,5
Galazza-Galare,Skahaz-mo-Kandaq,12,5
Garth-(Wolfs-Den),Sybell-Spicer,3,5
Garth-Greyfeather,Hairy-Hal,4,5
Garth-Greyfeather,Jack-Bulwer,4,5
Garth-Greyfeather,Jon-Snow,3,5
Gerold-Dayne,Myrcella-Baratheon,3,5
Gerrick-Kingsblood,Jon-Snow,5,5
Gerrick-Kingsblood,Raymun-Redbeard,3,5
Gerris-Drinkwater,Hizdahr-zo-Loraq,4,5
Gerris-Drinkwater,Meris,4,5
Gerris-Drinkwater,Quentyn-Martell,49,5
Gerris-Drinkwater,Tattered-Prince,3,5
Gilly,Jon-Snow,10,5
Gilly,Mance-Rayder,3,5
Gilly,Melisandre,4,5
Gilly,Samwell-Tarly,8,5
Godry-Farring,Jon-Snow,3,5
Godry-Farring,Justin-Massey,3,5
Godry-Farring,Mance-Rayder,3,5
Godry-Farring,Melisandre,3,5
Godry-Farring,Stannis-Baratheon,9,5
Goghor-the-Giant,Hizdahr-zo-Loraq,5,5
Goghor-the-Giant,Khrazz,4,5
Goghor-the-Giant,Spotted-Cat,6,5
Grazhar,Qezza,5,5
Gregor-Clegane,Ilyn-Payne,3,5
Gregor-Clegane,Meryn-Trant,3,5
Gregor-Clegane,Oberyn-Martell,3,5
Gregor-Clegane,Rafford,3,5
Grenn,Pypar,3,5
Grenn,Todder,3,5
Grey-Worm,Hizdahr-zo-Loraq,3,5
Grey-Worm,Irri,4,5
Grey-Worm,Skahaz-mo-Kandaq,6,5
Grimtongue,Hagen,5,5
Grimtongue,Lorren,5,5
Groleo,Hero,4,5
Groleo,Jhogo,5,5
Groleo,Skahaz-mo-Kandaq,3,5
Grunt,Sour-Alyn,7,5
Grunt,Theon-Greyjoy,3,5
Hagen,Lorren,3,5
Hagen,Qarl-the-Maid,3,5
Hagen,Tristifer-Botley,3,5
Haggon,Varamyr,8,5
Hairy-Hal,Jack-Bulwer,3,5
Hairy-Hal,Jon-Snow,4,5
Haldon,Illyrio-Mopatis,3,5
Haldon,Jon-Connington,13,5
Haldon,Lemore,4,5
Haldon,Pono,3,5
Haldon,Qavo-Nogarys,5,5
Haldon,Rolly-Duckfield,26,5
Haldon,Tyrion-Lannister,54,5
Haldon,Yandry,4,5
Haldon,Ysilla,5,5
Hareth-(Moles-Town),Hop-Robin,5,5
Hareth-(Moles-Town),Jon-Snow,10,5
Hareth-(Moles-Town),Leathers,3,5
Hareth-(Moles-Town),Rory,4,5
Hareth-(Moles-Town),Satin,6,5
Harl,Lorren,3,5
Harry-Strickland,Jon-Connington,18,5
Harry-Strickland,Myles-Toyne,4,5
Harwood-Stout,Theon-Greyjoy,5,5
Harys-Swyft,Pycelle,4,5
Hero,Jhogo,8,5
High-Sparrow,Kevan-Lannister,5,5
High-Sparrow,Unella,6,5
Hizdahr-zo-Loraq,Irri,3,5
Hizdahr-zo-Loraq,Jhiqui,3,5
Hizdahr-zo-Loraq,Khrazz,9,5
Hizdahr-zo-Loraq,Marghaz-zo-Loraq,5,5
Hizdahr-zo-Loraq,Missandei,6,5
Hizdahr-zo-Loraq,Qezza,3,5
Hizdahr-zo-Loraq,Quentyn-Martell,15,5
Hizdahr-zo-Loraq,Reznak-mo-Reznak,13,5
Hizdahr-zo-Loraq,Skahaz-mo-Kandaq,29,5
Hizdahr-zo-Loraq,Spotted-Cat,5,5
Hizdahr-zo-Loraq,Steelskin,3,5
Hobb,Jon-Snow,4,5
Hobb,Melisandre,3,5
Hobb,Mully,3,5
Hobb,Owen,5,5
Hodor,Jojen-Reed,11,5
Hodor,Meera-Reed,21,5
Holly,Jeyne-Poole,4,5
Holly,Rowan,3,5
Holly,Theon-Greyjoy,10,5
Hop-Robin,Jon-Snow,4,5
Hosteen-Frey,Wyman-Manderly,5,5
Hoster-Blackwood,Jaime-Lannister,4,5
Hother-Umber,Jon-Umber-(Greatjon),3,5
Hother-Umber,Mors-Umber,3,5
Hother-Umber,Ramsay-Snow,5,5
Hother-Umber,Wyman-Manderly,5,5
Illyrio-Mopatis,Jon-Connington,6,5
Illyrio-Mopatis,Rolly-Duckfield,6,5
Illyrio-Mopatis,Tyrion-Lannister,30,5
Ilyn-Payne,Meryn-Trant,3,5
Ilyn-Payne,Rafford,3,5
Irri,Jhiqui,24,5
Irri,Missandei,9,5
Irri,Rakharo,5,5
Irri,Skahaz-mo-Kandaq,5,5
Jack-Bulwer,Jon-Snow,3,5
Jaime-Lannister,Jonos-Bracken,9,5
Jaime-Lannister,Josmyn-Peckledon,3,5
Jaime-Lannister,Kevan-Lannister,3,5
Jaime-Lannister,Robert-Baratheon,4,5
Jaime-Lannister,Tyrion-Lannister,4,5
Jaime-Lannister,Tytos-Blackwood,6,5
Janos-Slynt,Jon-Snow,16,5
Jared-Frey,Rhaegar-Frey,3,5
Jeor-Mormont,Jon-Snow,11,5
Jeor-Mormont,Qhorin-Halfhand,3,5
Jeyne-Poole,Ramsay-Snow,12,5
Jeyne-Poole,Roose-Bolton,3,5
Jeyne-Poole,Rowan,3,5
Jeyne-Poole,Squirrel,3,5
Jeyne-Poole,Theon-Greyjoy,24,5
Jhiqui,Missandei,10,5
Jhiqui,Rakharo,5,5
Jhiqui,Skahaz-mo-Kandaq,3,5
Jhogo,Rakharo,6,5
Joffrey-Baratheon,Tommen-Baratheon,3,5
Joffrey-Baratheon,Tyrion-Lannister,10,5
Jojen-Reed,Meera-Reed,21,5
Jon-Connington,Lemore,11,5
Jon-Connington,Myles-Toyne,9,5
Jon-Connington,Nyessos-Vhassar,3,5
Jon-Connington,Rhaegar-Targaryen,7,5
Jon-Connington,Robert-Baratheon,8,5
Jon-Connington,Rolly-Duckfield,12,5
Jon-Connington,Tyrion-Lannister,37,5
Jon-Connington,Tywin-Lannister,4,5
Jon-Connington,Varys,6,5
Jon-Connington,Yandry,9,5
Jon-Snow,Leathers,18,5
Jon-Snow,Malegorn,5,5
Jon-Snow,Mance-Rayder,25,5
Jon-Snow,Melisandre,48,5
Jon-Snow,Mully,14,5
Jon-Snow,Narbert-Grandison,3,5
Jon-Snow,Othell-Yarwyck,10,5
Jon-Snow,Owen,3,5
Jon-Snow,Patrek-of-Kings-Mountain,7,5
Jon-Snow,Pypar,5,5
Jon-Snow,Qhorin-Halfhand,3,5
Jon-Snow,Rattleshirt,23,5
Jon-Snow,Robb-Stark,10,5
Jon-Snow,Rory,6,5
Jon-Snow,Samwell-Tarly,14,5
Jon-Snow,Sansa-Stark,3,5
Jon-Snow,Satin,15,5
Jon-Snow,Selyse-Florent,38,5
Jon-Snow,Shireen-Baratheon,4,5
Jon-Snow,Sigorn,6,5
Jon-Snow,Soren-Shieldbreaker,3,5
Jon-Snow,Stannis-Baratheon,73,5
Jon-Snow,Tom-Barleycorn,4,5
Jon-Snow,Toregg,6,5
Jon-Snow,Tormund,50,5
Jon-Snow,Tycho-Nestoris,12,5
Jon-Snow,Ulmer,3,5
Jon-Snow,Val,37,5
Jon-Snow,Weeper,3,5
Jon-Snow,Wick-Whittlestick,5,5
Jon-Snow,Wun-Weg-Wun-Dar-Wun,11,5
Jon-Snow,Ygritte,14,5
Jorah-Mormont,Nurse,4,5
Jorah-Mormont,Penny,9,5
Jorah-Mormont,Tyrion-Lannister,27,5
Joramun,Mance-Rayder,3,5
Joramun,Melisandre,4,5
Justin-Massey,Richard-Horpe,7,5
Justin-Massey,Stannis-Baratheon,10,5
Kasporio,Tybero-Istarion,3,5
Kasporio,Tyrion-Lannister,3,5
Kedry,Quentyn-Martell,3,5
Kerwin,Victarion-Greyjoy,12,5
Kevan-Lannister,Mace-Tyrell,5,5
Kevan-Lannister,Pycelle,5,5
Kevan-Lannister,Randyll-Tarly,6,5
Kevan-Lannister,Ronnet-Connington,3,5
Kevan-Lannister,Tommen-Baratheon,11,5
Kevan-Lannister,Tywin-Lannister,3,5
Kevan-Lannister,Varys,3,5
Khrazz,Spotted-Cat,4,5
Khrazz,Steelskin,3,5
Kindly-Man,Waif,6,5
Leaf,Meera-Reed,6,5
Leathers,Toregg,4,5
Leathers,Tormund,3,5
Leathers,Wun-Weg-Wun-Dar-Wun,9,5
Lemore,Rolly-Duckfield,5,5
Lemore,Tyrion-Lannister,16,5
Lemore,Yandry,5,5
Lemore,Ysilla,3,5
Leona-Woolfield,Wyman-Manderly,4,5
Longwater-Pyke,Victarion-Greyjoy,3,5
Lorren,Sybelle-Glover,3,5
Luton,Skinner,3,5
Lyanna-Mormont,Stannis-Baratheon,3,5
Lyanna-Stark,Rhaegar-Targaryen,4,5
Mace-Tyrell,Pycelle,4,5
Mace-Tyrell,Randyll-Tarly,5,5
Mace-Tyrell,Robert-Strong,3,5
Maege-Mormont,Robb-Stark,4,5
Malaquo-Maegyr,Nyessos-Vhassar,7,5
Malegorn,Narbert-Grandison,3,5
Malegorn,Selyse-Florent,5,5
Mance-Rayder,Melisandre,6,5
Mance-Rayder,Ramsay-Snow,7,5
Mance-Rayder,Rowan,4,5
Mance-Rayder,Squirrel,5,5
Mance-Rayder,Stannis-Baratheon,16,5
Mance-Rayder,Theon-Greyjoy,9,5
Mance-Rayder,Tormund,12,5
Mance-Rayder,Val,6,5
Mance-Rayder,Varamyr,3,5
Marlon-Manderly,Stannis-Baratheon,3,5
Marselen,Symon-Stripeback,4,5
Marya-Seaworth,Stannis-Baratheon,3,5
Melisandre,Rattleshirt,6,5
Melisandre,Selyse-Florent,11,5
Melisandre,Sigorn,3,5
Melisandre,Stannis-Baratheon,32,5
Melisandre,Ygritte,3,5
Meris,Quentyn-Martell,14,5
Meris,Tattered-Prince,9,5
Meryn-Trant,Rafford,3,5
Mezzara,Qezza,3,5
Miklaz,Qezza,4,5
Missandei,Quentyn-Martell,3,5
Missandei,Skahaz-mo-Kandaq,6,5
Moelle,Scolera,10,5
Moelle,Unella,12,5
Moqorro,Rodrik-Sparr,4,5
