Source,Target,weight,book
Brienne-of-Tarth,Podrick-Payne,36,4
Brienne-of-Tarth,Pyg,4,4
Brienne-of-Tarth,Randyll-Tarly,8,4
Brienne-of-Tarth,Renly-Baratheon,9,4
Brienne-of-Tarth,Sandor-Clegane,12,4
Brienne-of-Tarth,Sansa-Stark,19,4
Brienne-of-Tarth,Shagwell,9,4
Brienne-of-Tarth,Timeon,5,4
Brienne-of-Tarth,Tommen-Baratheon,3,4
Brienne-of-Tarth,Tyrion-Lannister,3,4
Brienne-of-Tarth,Tywin-Lannister,3,4
Brienne-of-Tarth,Willow-Heddle,5,4
Bronn,Cersei-Lannister,4,4
Bronn,Falyse-Stokeworth,3,4
Bronn,Lollys-Stokeworth,4,4
Bronn,Tyrion-Lannister,4,4
Brynden-Tully,Catelyn-Stark,3,4
Brynden-Tully,Daven-Lannister,3,4
Brynden-Tully,Edmure-Tully,15,4
Brynden-Tully,Edwyn-Frey,3,4
Brynden-Tully,Emmon-Frey,7,4
Brynden-Tully,Jaime-Lannister,18,4
Brynden-Tully,Lyle-Crakehall,4,4
Brynden-Tully,Ryman-Frey,3,4
Caleotte,Doran-Martell,8,4
Caleotte,Obara-Sand,5,4
Catelyn-Stark,Hyle-Hunt,3,4
Catelyn-Stark,Jaime-Lannister,15,4
Catelyn-Stark,Petyr-Baelish,3,4
Catelyn-Stark,Randyll-Tarly,3,4
Catelyn-Stark,Renly-Baratheon,4,4
Catelyn-Stark,Robb-Stark,4,4
Catelyn-Stark,Sansa-Stark,9,4
Catelyn-Stark,Tyrion-Lannister,3,4
Cedra,Garin-(orphan),5,4
Cedric-Payne,Podrick-Payne,3,4
Cersei-Lannister,Dorcas,18,4
Cersei-Lannister,Dunsen,4,4
Cersei-Lannister,Eddard-Stark,3,4
Cersei-Lannister,Falyse-Stokeworth,14,4
Cersei-Lannister,Garlan-Tyrell,3,4
Cersei-Lannister,Garth-Tyrell,3,4
Cersei-Lannister,Gregor-Clegane,6,4
Cersei-Lannister,Gyles-Rosby,18,4
Cersei-Lannister,Harys-Swyft,4,4
Cersei-Lannister,High-Septon-(Tyrions),3,4
Cersei-Lannister,High-Sparrow,24,4
Cersei-Lannister,Ilyn-Payne,6,4
Cersei-Lannister,Jaime-Lannister,49,4
Cersei-Lannister,Jalabhar-Xho,3,4
Cersei-Lannister,Jocelyn-Swyft,13,4
Cersei-Lannister,Joffrey-Baratheon,21,4
Cersei-Lannister,Jon-Snow,3,4
Cersei-Lannister,Kevan-Lannister,9,4
Cersei-Lannister,Lancel-Lannister,9,4
Cersei-Lannister,Loras-Tyrell,24,4
Cersei-Lannister,Mace-Tyrell,17,4
Cersei-Lannister,Maegor-I-Targaryen,3,4
Cersei-Lannister,Maggy,5,4
Cersei-Lannister,Margaery-Tyrell,67,4
Cersei-Lannister,Mark-Mullendore,3,4
Cersei-Lannister,Melara-Hetherspoon,5,4
Cersei-Lannister,Meryn-Trant,15,4
Cersei-Lannister,Moon-Boy,5,4
Cersei-Lannister,Myrcella-Baratheon,4,4
Cersei-Lannister,Olenna-Redwyne,6,4
Cersei-Lannister,Orton-Merryweather,9,4
Cersei-Lannister,Osfryd-Kettleblack,8,4
Cersei-Lannister,Osmund-Kettleblack,25,4
Cersei-Lannister,Osney-Kettleblack,24,4
Cersei-Lannister,Petyr-Baelish,7,4
Cersei-Lannister,Pycelle,15,4
Cersei-Lannister,Qyburn,27,4
Cersei-Lannister,Rafford,4,4
Cersei-Lannister,Raynard,3,4
Cersei-Lannister,Rhaegar-Targaryen,5,4
Cersei-Lannister,Robert-Baratheon,29,4
Cersei-Lannister,Sansa-Stark,6,4
Cersei-Lannister,Senelle,9,4
Cersei-Lannister,Stannis-Baratheon,9,4
Cersei-Lannister,Taena-of-Myr,46,4
Cersei-Lannister,Tallad,4,4
Cersei-Lannister,Tommen-Baratheon,80,4
Cersei-Lannister,Tyrion-Lannister,36,4
Cersei-Lannister,Tywin-Lannister,14,4
Cersei-Lannister,Unella,3,4
Cersei-Lannister,Varys,7,4
Cersei-Lannister,Walder-Frey,5,4
Clement-Piper,Jaime-Lannister,3,4
Cleos-Frey,Jaime-Lannister,4,4
Clydas,Samwell-Tarly,3,4
Colemon,Gretchel,5,4
Colemon,Maddy,5,4
Colemon,Petyr-Baelish,6,4
Colemon,Robert-Arryn,7,4
Craster,Gilly,8,4
Craster,Jeor-Mormont,3,4
Craster,Jon-Snow,3,4
Craster,Samwell-Tarly,6,4
Creighton-Longbough,Illifer,15,4
Creighton-Longbough,Shadrich,4,4
Daemon-Sand,Doran-Martell,3,4
Daemon-Sand,Oberyn-Martell,3,4
Dalla,Gilly,6,4
Dareon,Gilly,7,4
Dareon,Lanna-(Happy-Port),4,4
Dareon,Samwell-Tarly,26,4
Daven-Lannister,Emmon-Frey,3,4
Daven-Lannister,Jaime-Lannister,12,4
Denyo-Terys,Ternesio-Terys,3,4
Dick-Crabb,Eustace-Brune,3,4
Dick-Crabb,Jaime-Lannister,3,4
Dick-Crabb,Podrick-Payne,9,4
Dick-Crabb,Renly-Baratheon,3,4
Dontos-Hollard,Joffrey-Baratheon,4,4
Dontos-Hollard,Sansa-Stark,9,4
Dontos-Hollard,Tyrion-Lannister,3,4
Doran-Martell,Gregor-Clegane,4,4
Doran-Martell,Myrcella-Baratheon,6,4
Doran-Martell,Nymeria-Sand,4,4
Doran-Martell,Obara-Sand,8,4
Doran-Martell,Oberyn-Martell,5,4
Doran-Martell,Tyene-Sand,6,4
Doran-Martell,Tywin-Lannister,4,4
Dorcas,Jocelyn-Swyft,8,4
Dorcas,Margaery-Tyrell,3,4
Dorcas,Osney-Kettleblack,3,4
Dorcas,Qyburn,3,4
Dorcas,Taena-of-Myr,6,4
Dunsen,Gregor-Clegane,3,4
Dunsen,Ilyn-Payne,4,4
Dunsen,Meryn-Trant,4,4
Dunsen,Rafford,4,4
Dunstan-Drumm,Rodrik-Harlaw,3,4
Dunstan-Drumm,Victarion-Greyjoy,3,4
Eddard-Stark,Joffrey-Baratheon,3,4
Eddard-Stark,Jon-Arryn,4,4
Eddard-Stark,Jon-Snow,4,4
Eddard-Stark,Pycelle,3,4
Eddard-Stark,Robert-Baratheon,3,4
Eddard-Stark,Stannis-Baratheon,3,4
Eddard-Stark,Tyrion-Lannister,4,4
Eddison-Tollett,Jon-Snow,5,4
Eddison-Tollett,Samwell-Tarly,4,4
Edmure-Tully,Emmon-Frey,11,4
Edmure-Tully,Forley-Prester,3,4
Edmure-Tully,Ilyn-Payne,4,4
Edmure-Tully,Jaime-Lannister,24,4
Edmure-Tully,Roslin-Frey,4,4
Edmure-Tully,Ryman-Frey,5,4
Edmure-Tully,Tommen-Baratheon,4,4
Edmure-Tully,Walder-Frey,4,4
Edwyn-Frey,Jaime-Lannister,9,4
Edwyn-Frey,Ryman-Frey,5,4
Edwyn-Frey,Walder-Rivers,8,4
Elder-Brother,Meribald,3,4
Elder-Brother,Narbert,4,4
Elia-Martell,Tywin-Lannister,3,4
Elinor-Tyrell,Margaery-Tyrell,5,4
Elinor-Tyrell,Megga-Tyrell,10,4
Elinor-Tyrell,Tallad,3,4
Emmon-Frey,Forley-Prester,3,4
Emmon-Frey,Genna-Lannister,5,4
Emmon-Frey,Jaime-Lannister,8,4
Emmon-Frey,Ryman-Frey,4,4
Emmon-Frey,Tywin-Lannister,3,4
Euron-Greyjoy,Hotho-Harlaw,4,4
Euron-Greyjoy,Humfrey-Hewett,3,4
Euron-Greyjoy,Nute,4,4
Euron-Greyjoy,Quellon-Greyjoy,3,4
Euron-Greyjoy,Red-Oarsman,6,4
Euron-Greyjoy,Rodrik-Harlaw,4,4
Euron-Greyjoy,Sawane-Botley,3,4
Euron-Greyjoy,Victarion-Greyjoy,43,4
Falyse-Stokeworth,Qyburn,7,4
Garin-(orphan),Gerold-Dayne,5,4
Garin-(orphan),Myrcella-Baratheon,5,4
Garin-(orphan),Nymeria-Sand,3,4
Garin-(orphan),Sylva-Santagar,8,4
Garin-(orphan),Tyene-Sand,5,4
Garrett-Paege,Jaime-Lannister,3,4
Gendry,Willow-Heddle,3,4
Genna-Lannister,Jaime-Lannister,7,4
Genna-Lannister,Tywin-Lannister,3,4
Gerold-Dayne,Myrcella-Baratheon,6,4
Gerold-Grafton,Terrance-Lynderly,3,4
Gilly,Jon-Snow,15,4
Gilly,Kojja-Mo,7,4
Gilly,Melisandre,3,4
Gilly,Samwell-Tarly,41,4
Gilwood-Hunter,Horton-Redfort,6,4
Gilwood-Hunter,Lysa-Arryn,3,4
Gilwood-Hunter,Symond-Templeton,4,4
Gormon-Tyrell,Walgrave,3,4
Gorold-Goodbrother,Victarion-Greyjoy,3,4
Gregor-Clegane,Ilyn-Payne,4,4
Gregor-Clegane,Jaime-Lannister,5,4
Gregor-Clegane,Meryn-Trant,3,4
Gregor-Clegane,Pycelle,3,4
Gregor-Clegane,Qyburn,6,4
Gregor-Clegane,Rafford,4,4
Gregor-Clegane,Sandor-Clegane,5,4
Gregor-Clegane,Tywin-Lannister,5,4
Grenn,Jon-Snow,3,4
Grenn,Pypar,5,4
Gretchel,Maddy,9,4
Gretchel,Robert-Arryn,4,4
Gretchel,Sansa-Stark,3,4
Gyles-Grafton,Robert-Arryn,3,4
Gyles-Grafton,Terrance-Lynderly,5,4
Gyles-Rosby,Harys-Swyft,6,4
Gyles-Rosby,Mace-Tyrell,3,4
Gyles-Rosby,Margaery-Tyrell,5,4
Gyles-Rosby,Orton-Merryweather,4,4
Gyles-Rosby,Pycelle,12,4
Gyles-Rosby,Qyburn,4,4
Harras-Harlaw,Victarion-Greyjoy,3,4
Harrold-Hardyng,Robert-Arryn,4,4
Harrold-Hardyng,Yohn-Royce,3,4
Harys-Swyft,Orton-Merryweather,3,4
Harys-Swyft,Pycelle,8,4
Harys-Swyft,Stannis-Baratheon,3,4
Harys-Swyft,Taena-of-Myr,3,4
Harys-Swyft,Tommen-Baratheon,3,4
High-Septon-(Tyrions),Tyrion-Lannister,5,4
High-Sparrow,Maegor-I-Targaryen,4,4
High-Sparrow,Margaery-Tyrell,11,4
High-Sparrow,Osney-Kettleblack,4,4
High-Sparrow,Taena-of-Myr,4,4
High-Sparrow,Tommen-Baratheon,7,4
Horton-Redfort,Yohn-Royce,3,4
Hotho-Harlaw,Rodrik-Harlaw,4,4
Hotho-Harlaw,Sigfryd-Harlaw,4,4
Hotho-Harlaw,Victarion-Greyjoy,4,4
Hugo-Vance,Jaime-Lannister,3,4
Humfrey-Hewett,Victarion-Greyjoy,4,4
Hyle-Hunt,Meribald,9,4
Hyle-Hunt,Podrick-Payne,19,4
Hyle-Hunt,Randyll-Tarly,5,4
Hyle-Hunt,Sandor-Clegane,3,4
Hyle-Hunt,Sansa-Stark,3,4
Ilyn-Payne,Jaime-Lannister,30,4
Ilyn-Payne,Lyle-Crakehall,6,4
Ilyn-Payne,Meryn-Trant,5,4
Ilyn-Payne,Rafford,4,4
Jaehaerys-I-Targaryen,Maegor-I-Targaryen,3,4
Jaime-Lannister,Josmyn-Peckledon,14,4
Jaime-Lannister,Joy-Hill,3,4
Jaime-Lannister,Karyl-Vance,4,4
Jaime-Lannister,Kevan-Lannister,6,4
Jaime-Lannister,Lancel-Lannister,22,4
Jaime-Lannister,Lewys-Piper,3,4
Jaime-Lannister,Loras-Tyrell,10,4
Jaime-Lannister,Lyle-Crakehall,9,4
Jaime-Lannister,Mace-Tyrell,5,4
Jaime-Lannister,Margaery-Tyrell,10,4
Jaime-Lannister,Mariya-Darry,6,4
Jaime-Lannister,Melara-Hetherspoon,3,4
Jaime-Lannister,Olenna-Redwyne,3,4
Jaime-Lannister,Osmund-Kettleblack,17,4
Jaime-Lannister,Pia,10,4
Jaime-Lannister,Pycelle,10,4
Jaime-Lannister,Qyburn,4,4
Jaime-Lannister,Rafford,3,4
Jaime-Lannister,Renly-Baratheon,6,4
Jaime-Lannister,Rennifer-Longwaters,3,4
Jaime-Lannister,Rhaegar-Targaryen,7,4
Jaime-Lannister,Robb-Stark,4,4
Jaime-Lannister,Robert-Baratheon,12,4
Jaime-Lannister,Ronnet-Connington,4,4
Jaime-Lannister,Ryman-Frey,13,4
Jaime-Lannister,Sandor-Clegane,9,4
Jaime-Lannister,Sansa-Stark,6,4
Jaime-Lannister,Shadrich,3,4
Jaime-Lannister,Shitmouth,3,4
Jaime-Lannister,Sybell-Spicer,4,4
Jaime-Lannister,Taena-of-Myr,4,4
Jaime-Lannister,Thoros-of-Myr,3,4
Jaime-Lannister,Tommen-Baratheon,26,4
Jaime-Lannister,Tyrion-Lannister,15,4
Jaime-Lannister,Tywin-Lannister,14,4
Jaime-Lannister,Vargo-Hoat,6,4
Jaime-Lannister,Varys,11,4
Jaime-Lannister,Walder-Frey,5,4
Jaime-Lannister,Walder-Rivers,4,4
Jaime-Lannister,Wylis-Manderly,3,4
Jaime-Lannister,Zollo,3,4
Jalabhar-Xho,Lambert-Turnberry,3,4
Jalabhar-Xho,Tallad,3,4
Jeor-Mormont,Samwell-Tarly,3,4
Jeyne-Farman,Melara-Hetherspoon,4,4
Jeyne-Westerling,Robb-Stark,3,4
Jocelyn-Swyft,Osmund-Kettleblack,3,4
Jocelyn-Swyft,Qyburn,3,4
Jocelyn-Swyft,Taena-of-Myr,4,4
Joffrey-Baratheon,Mace-Tyrell,3,4
Joffrey-Baratheon,Margaery-Tyrell,6,4
Joffrey-Baratheon,Myrcella-Baratheon,6,4
Joffrey-Baratheon,Qyburn,3,4
Joffrey-Baratheon,Robert-Baratheon,5,4
Joffrey-Baratheon,Sandor-Clegane,4,4
Joffrey-Baratheon,Sansa-Stark,6,4
Joffrey-Baratheon,Tommen-Baratheon,23,4
Joffrey-Baratheon,Tyrion-Lannister,9,4
Jon-Arryn,Lysa-Arryn,3,4
Jon-Arryn,Petyr-Baelish,3,4
Jon-Arryn,Robert-Baratheon,3,4
Jon-Arryn,Tyrion-Lannister,3,4
Jon-Snow,Robb-Stark,3,4
Jon-Snow,Samwell-Tarly,31,4
Jon-Snow,Stannis-Baratheon,6,4
Josmyn-Peckledon,Pia,6,4
Kevan-Lannister,Lancel-Lannister,10,4
Kevan-Lannister,Stannis-Baratheon,3,4
Kevan-Lannister,Tommen-Baratheon,6,4
Kevan-Lannister,Tyrion-Lannister,4,4
Kevan-Lannister,Tywin-Lannister,5,4
Kindly-Man,Waif,7,4
Kojja-Mo,Samwell-Tarly,8,4
Lambert-Turnberry,Tallad,3,4
Lancel-Lannister,Moon-Boy,11,4
Lancel-Lannister,Osmund-Kettleblack,13,4
Leo-Tyrell,Pate-(novice),8,4
Leo-Tyrell,Roone,3,4
Leo-Tyrell,Samwell-Tarly,3,4
Lollys-Stokeworth,Tanda-Stokeworth,4,4
Loras-Tyrell,Margaery-Tyrell,21,4
Loras-Tyrell,Osmund-Kettleblack,13,4
Loras-Tyrell,Tommen-Baratheon,13,4
Loras-Tyrell,Tyrion-Lannister,3,4
Lothor-Brune,Mya-Stone,6,4
Lothor-Brune,Petyr-Baelish,3,4
Lothor-Brune,Robert-Arryn,4,4
Lothor-Brune,Sansa-Stark,3,4
Lucas-Codd,Red-Oarsman,3,4
Lucas-Codd,Torwold-Browntooth,3,4
Luwin,Nan,3,4
Lyn-Corbray,Lyonel-Corbray,4,4
Lyn-Corbray,Petyr-Baelish,4,4
Lyn-Corbray,Robert-Arryn,6,4
Lyonel-Corbray,Petyr-Baelish,3,4
Lysa-Arryn,Marillion,5,4
Lysa-Arryn,Nestor-Royce,12,4
Lysa-Arryn,Petyr-Baelish,14,4
Lysa-Arryn,Robert-Arryn,8,4
Lysa-Arryn,Sansa-Stark,6,4
Mace-Tyrell,Margaery-Tyrell,6,4
Mace-Tyrell,Mathis-Rowan,3,4
Mace-Tyrell,Olenna-Redwyne,4,4
Mace-Tyrell,Stannis-Baratheon,4,4
Mace-Tyrell,Tommen-Baratheon,10,4
Mace-Tyrell,Tyrion-Lannister,3,4
Mace-Tyrell,Tywin-Lannister,4,4
Maddy,Mya-Stone,4,4
Maddy,Robert-Arryn,7,4
Maddy,Sansa-Stark,3,4
Maegor-I-Targaryen,Tommen-Baratheon,5,4
Maggy,Melara-Hetherspoon,3,4
Manfrey-Martell,Ricasso,4,4
Margaery-Tyrell,Megga-Tyrell,9,4
Margaery-Tyrell,Olenna-Redwyne,3,4
Margaery-Tyrell,Orton-Merryweather,4,4
Margaery-Tyrell,Osmund-Kettleblack,8,4
Margaery-Tyrell,Osney-Kettleblack,14,4
Margaery-Tyrell,Qyburn,6,4
Margaery-Tyrell,Robert-Baratheon,5,4
Margaery-Tyrell,Sansa-Stark,3,4
Margaery-Tyrell,Senelle,3,4
Margaery-Tyrell,Taena-of-Myr,15,4
Margaery-Tyrell,Tallad,3,4
Margaery-Tyrell,Tommen-Baratheon,46,4
Margaery-Tyrell,Willas-Tyrell,3,4
Marillion,Petyr-Baelish,5,4
Marwyn,Samwell-Tarly,6,4
Meldred-Merlyn,Victarion-Greyjoy,3,4
Melisandre,Stannis-Baratheon,3,4
Mellei,Morra,5,4
Meribald,Narbert,4,4
Meribald,Podrick-Payne,14,4
Meryn-Trant,Osmund-Kettleblack,9,4
Meryn-Trant,Rafford,4,4
Mollander,Pate-(novice),3,4
Mollander,Roone,7,4
Moon-Boy,Osmund-Kettleblack,12,4
Murenmure,Theon-Greyjoy,3,4
Mya-Stone,Myranda-Royce,6,4
Mya-Stone,Robert-Arryn,9,4
Myranda-Royce,Robert-Arryn,4,4
Myranda-Royce,Sansa-Stark,3,4
Myrcella-Baratheon,Sylva-Santagar,4,4
Myrcella-Baratheon,Tommen-Baratheon,3,4
Myrcella-Baratheon,Trystane-Martell,6,4
Myrcella-Baratheon,Tyrion-Lannister,4,4
Nestor-Royce,Petyr-Baelish,17,4
Nestor-Royce,Robert-Arryn,7,4
Nestor-Royce,Sansa-Stark,13,4
Nestor-Royce,Yohn-Royce,3,4
Nute,Ralf-Stonehouse,3,4
Nute,Rodrik-Harlaw,6,4
Nute,Victarion-Greyjoy,11,4
Nymeria-Sand,Obara-Sand,9,4
Nymeria-Sand,Tyene-Sand,6,4
Obara-Sand,Tyene-Sand,10,4
Oberyn-Martell,Tyene-Sand,3,4
Orton-Merryweather,Petyr-Baelish,5,4
Orton-Merryweather,Pycelle,5,4
Orton-Merryweather,Stannis-Baratheon,3,4
Orton-Merryweather,Taena-of-Myr,4,4
Orton-Merryweather,Tommen-Baratheon,3,4
Osfryd-Kettleblack,Osmund-Kettleblack,4,4
Osfryd-Kettleblack,Osney-Kettleblack,6,4
Osmund-Kettleblack,Osney-Kettleblack,6,4
Osmund-Kettleblack,Pycelle,3,4
Osmund-Kettleblack,Qyburn,3,4
Osmund-Kettleblack,Tommen-Baratheon,6,4
Osmund-Kettleblack,Tyrion-Lannister,6,4
Osney-Kettleblack,Stannis-Baratheon,3,4
Osney-Kettleblack,Taena-of-Myr,3,4
Osney-Kettleblack,Tommen-Baratheon,6,4
Pate-(novice),Quill,4,4
Pate-(novice),Rosey,9,4
Pate-(novice),Walgrave,10,4
Pate-(whipping-boy),Tommen-Baratheon,4,4
Paxter-Redwyne,Samwell-Tarly,4,4
Petyr-Baelish,Pycelle,4,4
Petyr-Baelish,Robert-Arryn,22,4
Petyr-Baelish,Sansa-Stark,18,4
Petyr-Baelish,Symond-Templeton,5,4
